280	0.0
290	0.0
300	0.0201476
310	0.251419
320	0.335493
330	0.390591
340	0.411027
350	0.430129
360	0.428194
370	0.434471
380	0.462485
390	0.469722
400	0.489048
410	0.468634
420	0.45141
430	0.447153
440	0.429743
450	0.397148
460	0.383361
470	0.371712
480	0.356759
490	0.336328
500	0.322972
510	0.313172
520	0.298112
530	0.28505
540	0.271577
550	0.260642
560	0.256724
570	0.25051
580	0.239064
590	0.22753
600	0.214178
610	0.208095
620	0.200073
630	0.194261
640	0.18953
650	0.178106
660	0.168272
670	0.156364
680	0.148874
690	0.142101
700	0.13316
710	0.127099
720	0.121938
730	0.115165
740	0.106601
750	0.0996142
760	0.0921143
770	0.0857526
780	0.0778255
790	0.0721396
800	0.0682388
810	0.0627982
820	0.0600363
830	0.0534197
840	0.0487822
850	0.0443366
860	0.0400748
870	0.0359894
880	0.0320729
890	0.0283184
900	0.0247193
910	0.021269
920	0.0179614
930	0.0147907
940	0.0117511
950	0.00883722
960	0.00604389
970	0.00336611
980	0.00079909
990	0
1000	0
